age,default,balance,housing,loan,duration,campaign,previous,job_unemployed,job_self-employed,job_entrepreneur,job_student,job_housemaid,job_retired,marital_married,marital_single,education_primary,education_secondary,education_tertiary,poutcome_failure,poutcome_other,y
35,0,1354,1,0,736,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
58,0,1573,1,1,279,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,0,455,1,0,372,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
41,0,8,1,0,155,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
38,0,-196,1,0,60,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
59,0,748,0,0,184,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
58,0,0,0,1,101,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51,0,1466,1,0,406,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
25,0,-242,1,1,600,4,4,0,0,0,0,0,0,1,0,0,0,1,0,1,1
50,0,203,1,0,265,1,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,0,189,1,0,68,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
60,0,89,0,0,156,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
41,0,52,0,0,261,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
51,0,602,1,0,347,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0
49,0,1019,1,0,285,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
27,0,0,1,0,198,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
49,0,358,1,1,176,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
42,0,-411,1,0,78,5,3,0,0,0,0,0,0,0,1,0,0,1,1,0,0
50,0,246,1,0,270,1,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0
55,0,2678,0,1,151,12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
34,0,856,1,0,470,1,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0
28,0,2788,1,0,369,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
57,0,295,0,0,151,11,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45,0,1410,0,0,71,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
39,0,-540,0,0,29,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
49,0,2201,1,0,233,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
48,0,247,1,1,145,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
29,0,1673,0,0,200,2,3,0,0,0,0,0,0,0,1,0,0,1,0,1,0
26,0,2610,1,1,626,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33,0,-300,1,1,184,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32,0,401,1,0,294,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,189,0,0,148,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
42,0,243,1,0,46,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
44,0,0,0,0,54,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
48,0,1598,1,0,84,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,0,550,0,1,601,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
57,0,14093,0,0,231,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
28,0,1480,1,0,143,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
33,0,575,0,1,254,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,0,819,0,0,244,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
35,0,11,1,0,326,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
37,0,0,0,0,143,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
21,0,361,0,0,329,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
35,0,0,0,0,122,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
35,0,0,1,0,295,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
49,0,169,1,0,82,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
40,0,445,1,0,631,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
57,0,0,0,0,188,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
34,0,-294,1,0,532,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33,0,-56,0,1,119,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,0,937,1,0,66,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
33,0,316,0,0,126,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,613,1,0,80,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
57,0,5799,0,0,97,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
46,0,273,1,0,910,2,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1
26,0,2855,0,0,52,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,0,0,1,0,337,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
32,0,189,1,0,106,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
27,0,5,1,0,205,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
41,0,1646,1,0,261,1,6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
36,0,119,0,0,127,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
59,0,9676,0,0,234,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
53,0,980,1,0,352,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
40,0,0,1,0,297,1,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0
31,0,433,0,0,1504,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
32,0,2185,0,0,354,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
51,0,2007,0,0,1021,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
39,0,9121,0,0,147,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
57,0,35,0,1,215,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
45,0,784,1,1,34,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
29,0,242,1,0,73,4,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
48,0,127,0,1,524,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
55,0,4424,0,0,67,4,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
44,0,7635,0,0,719,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31,0,1183,1,0,676,6,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
36,0,340,0,1,559,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31,0,1170,0,0,200,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
52,0,693,0,0,271,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
56,0,1922,1,0,247,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
31,0,2104,1,0,455,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
39,0,0,1,0,53,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
34,0,-28,1,0,574,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
32,0,1148,1,0,121,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45,0,192,1,0,154,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
50,0,199,1,1,116,2,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
33,0,4789,1,1,220,1,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0
24,1,110,1,0,27,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23,0,8627,1,0,169,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
55,0,559,0,0,271,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31,0,-219,1,0,66,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34,0,341,0,1,136,1,3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
37,0,655,1,0,127,2,4,0,0,0,0,0,0,1,0,1,0,0,1,0,0
51,0,837,0,0,41,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32,0,1464,1,0,193,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
38,0,-558,1,0,533,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
58,0,23,1,0,91,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,0,1666,1,0,30,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
36,0,13,0,0,284,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
46,0,494,1,0,724,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
25,0,157,1,0,33,31,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
43,0,-98,1,1,112,2,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0
51,0,18,0,1,363,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
50,0,60,0,1,151,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30,0,329,1,0,122,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,89,1,0,333,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
52,0,2087,1,0,267,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1
58,0,502,1,0,197,2,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0
39,0,2226,1,0,158,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
56,0,237,1,0,236,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
51,0,1291,1,0,51,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
27,0,132,0,0,123,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31,0,747,1,0,543,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
51,0,844,1,0,184,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
27,0,259,1,0,78,10,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
41,0,879,0,1,60,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33,0,150,0,0,151,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30,0,79,1,0,317,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
45,0,6945,0,0,131,5,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0
46,0,134,0,0,134,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68,0,19317,1,0,249,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
48,0,157,1,0,73,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
29,0,555,1,0,133,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
42,0,0,0,0,325,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
50,0,341,1,1,670,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1
33,0,696,0,1,193,1,8,0,0,0,0,0,0,0,1,0,0,1,1,0,0
53,0,719,1,0,230,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,0,1,0,24,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
46,0,147,1,0,116,2,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0
33,0,50,1,0,246,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
27,0,158,0,0,650,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
57,0,-464,1,0,75,1,6,0,0,0,0,0,1,1,0,1,0,0,1,0,0
49,0,-454,1,0,558,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
83,0,1097,0,0,181,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
33,1,-305,0,1,109,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,0,1882,0,0,529,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
34,0,2374,1,0,161,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,1
35,0,365,0,0,168,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
32,0,3616,0,0,165,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
32,0,4,0,0,145,2,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0
60,0,4895,0,0,313,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
33,0,287,1,0,199,2,3,0,0,0,0,0,0,1,0,0,0,1,0,1,0
57,0,6164,0,0,161,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
60,0,231,1,0,57,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
38,0,104,1,0,606,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
42,0,5639,1,0,430,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30,0,562,0,0,137,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,0,795,0,0,99,24,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40,0,61,1,0,112,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
48,0,439,1,0,212,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0
31,0,428,1,0,272,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
53,0,1378,1,0,91,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
46,0,7378,0,0,466,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,1,-589,1,0,233,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
31,0,0,0,0,38,16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
46,0,70,1,0,229,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
69,0,745,0,0,595,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
31,1,25,0,0,381,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33,0,0,1,0,351,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
41,0,6000,1,0,265,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
44,0,432,0,0,132,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,0,827,1,0,319,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
31,0,191,1,0,40,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40,0,4384,1,0,315,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,0,7,1,0,188,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
57,0,2416,0,0,74,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
44,0,3945,0,0,255,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
42,0,1491,1,0,203,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
32,0,360,0,0,164,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
56,0,306,0,1,212,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
59,0,0,0,0,76,11,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
31,0,897,1,0,26,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,1053,0,0,405,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
43,0,7876,1,0,209,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27,0,0,1,0,323,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,712,1,0,326,3,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
39,0,1439,1,0,73,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30,0,-28,1,0,284,2,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
71,0,261,0,0,1117,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
32,0,10218,1,0,149,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
42,0,1080,1,1,951,3,4,0,0,0,0,0,0,0,1,0,1,0,1,0,1
43,0,275,0,0,69,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
45,0,1415,1,0,483,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
34,0,41,1,0,34,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32,0,267,0,0,128,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,0,47,0,0,234,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23,1,-230,1,0,259,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
54,0,3222,0,0,67,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41,0,3355,0,0,181,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
34,0,67,1,1,672,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
46,0,222,0,0,71,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
43,0,30,1,0,379,17,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
50,0,78,1,0,218,3,9,0,0,0,0,0,0,1,0,0,0,1,0,1,0
28,0,0,1,0,133,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
26,0,2572,1,0,620,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
33,0,-67,1,0,364,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
35,0,8652,1,0,103,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,663,1,0,111,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
36,0,0,0,0,333,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
24,0,172,0,0,67,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
34,0,0,1,0,262,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
58,0,1640,0,1,72,6,4,0,0,0,0,0,1,0,1,0,1,0,1,0,0
31,1,-6,0,1,94,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
34,0,436,1,0,28,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0
41,0,664,0,1,955,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
34,0,-136,1,1,131,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33,0,-204,0,0,297,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
27,0,23,0,0,590,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
35,0,2,0,0,653,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
41,0,77,1,0,56,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51,0,423,1,1,95,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
30,0,151,0,0,82,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
28,0,2034,1,0,196,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26,0,1700,1,0,13,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
31,0,591,0,0,161,2,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
45,0,1893,1,0,1259,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
30,0,400,1,0,223,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
33,0,5137,1,0,123,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,0,2465,0,0,157,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
60,0,104,1,0,22,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
52,0,826,1,0,468,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
60,0,3735,0,0,190,1,9,0,0,0,0,0,0,1,0,0,1,0,0,0,1
23,0,8494,0,0,158,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
36,0,649,0,0,237,2,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
31,0,4148,1,0,316,3,9,0,0,0,0,0,0,1,0,0,0,1,0,1,1
35,0,-12,1,0,212,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
42,0,-7,0,0,41,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
39,0,-405,1,0,177,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
60,0,27,0,0,40,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
57,0,4012,0,0,915,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,0,534,1,0,382,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50,0,2320,1,0,310,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
55,0,138,0,0,205,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
34,0,179,0,0,294,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
41,0,231,0,0,76,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
83,0,0,0,0,664,1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
31,0,0,1,1,71,1,9,0,0,0,0,0,0,1,0,0,1,0,0,1,0
27,0,186,1,0,136,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
56,0,1770,0,0,916,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
50,0,85,0,1,141,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
40,0,697,0,0,220,2,2,0,0,0,0,0,0,1,0,0,1,0,0,1,0
47,0,164,0,0,212,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32,0,2343,0,0,226,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
49,0,563,0,0,84,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
46,0,2232,0,0,121,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
31,0,112,1,0,159,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
43,0,388,1,0,2087,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
51,0,260,0,0,316,5,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
41,0,39,1,0,549,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
51,0,10287,1,0,117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,0,298,1,0,144,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
34,0,202,1,0,318,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
45,0,907,0,0,230,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
45,0,128,0,1,275,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
38,0,121,1,1,168,1,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0
32,0,1121,1,1,211,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
36,0,40,0,0,359,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
50,0,202,1,0,107,1,4,0,1,0,0,0,0,1,0,0,0,1,1,0,0
70,0,3782,0,0,618,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0
31,0,2395,0,0,218,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
30,0,261,0,0,233,1,20,0,0,0,0,0,0,0,1,0,0,1,1,0,0
39,0,209,0,0,36,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
31,0,203,0,1,177,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
49,1,-701,1,0,988,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,0,2485,0,0,48,6,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
56,0,379,0,0,58,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
34,0,584,1,0,154,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,998,1,0,1044,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,0,1,0,144,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
37,0,1040,1,0,199,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
32,0,-28,0,1,400,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
62,0,816,0,0,28,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
59,0,0,1,0,226,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
51,0,40,1,0,79,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
38,0,0,1,0,196,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
28,0,198,0,0,128,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
34,0,1671,0,0,160,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,393,1,0,11,9,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
36,0,1925,1,0,904,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
52,0,3554,0,1,89,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
35,0,0,0,0,125,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
40,0,219,1,0,204,2,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0
60,0,11262,0,0,323,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
36,0,491,1,0,103,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
55,0,466,0,0,287,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
48,0,3186,0,1,104,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,0,0,1,1,144,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
39,0,399,0,0,504,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
42,0,2416,1,0,138,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,3723,1,0,47,5,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50,0,32,0,0,282,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
32,0,1670,1,0,183,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
43,0,757,1,0,315,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
32,0,642,0,1,524,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
57,1,195,0,1,185,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
40,0,507,1,0,134,1,7,1,0,0,0,0,0,0,0,0,1,0,1,0,0
37,0,504,1,0,555,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
46,0,523,1,0,105,4,2,0,0,0,0,0,0,1,0,0,0,1,1,0,0
33,0,1,1,0,257,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
32,0,0,0,0,268,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
45,0,248,0,0,212,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
47,1,-614,1,0,118,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
59,0,1173,0,0,77,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
40,0,0,1,0,228,2,6,0,0,0,0,0,0,0,1,0,0,1,1,0,1
23,0,363,1,0,16,18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
41,0,-306,1,0,500,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
25,0,-350,1,0,95,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
50,0,0,0,0,179,2,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
55,0,602,0,0,324,3,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1
55,0,410,0,1,221,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,0,235,0,0,88,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
52,0,395,1,0,391,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
34,0,691,1,1,70,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
