age,job,marital,education,default,balance,housing,loan,duration,campaign,pdays,previous,poutcome,y
30,blue-collar,single,primary,0,71,1,0,122,6,999,0,unknown,0
30,admin.,single,secondary,0,127,1,0,16,6,368,1,other,0
59,unemployed,divorced,secondary,0,2921,0,0,251,1,999,0,unknown,0
58,management,married,tertiary,0,16264,0,0,215,3,999,0,unknown,0
49,retired,married,primary,0,1672,0,0,128,3,999,0,unknown,0
48,technician,married,tertiary,0,9207,0,0,445,3,999,0,unknown,0
28,technician,single,tertiary,0,356,0,0,76,2,999,0,unknown,0
59,management,divorced,primary,0,133,1,0,206,1,999,0,unknown,0
40,management,married,tertiary,0,1217,1,1,155,1,999,0,unknown,0
32,technician,divorced,secondary,0,202,1,0,429,1,201,1,failure,0
58,blue-collar,married,secondary,0,590,0,1,133,1,999,0,unknown,0
28,self-employed,single,tertiary,0,442,0,0,474,3,95,3,other,1
27,technician,single,tertiary,0,808,1,0,578,1,364,1,other,0
38,management,single,tertiary,0,427,1,0,17,3,169,2,failure,0
53,technician,married,tertiary,0,431,1,0,74,1,999,0,unknown,0
60,services,married,tertiary,0,4256,1,0,239,3,761,1,other,1
33,management,divorced,tertiary,0,0,1,1,275,8,999,0,unknown,0
52,services,divorced,secondary,0,238,1,0,101,1,362,5,other,0
64,retired,married,tertiary,0,846,0,0,671,1,181,3,failure,1
40,blue-collar,single,secondary,0,3,0,0,998,1,999,0,unknown,1
52,admin.,married,secondary,0,693,0,0,271,1,999,0,unknown,0
28,student,single,secondary,0,0,1,0,133,3,999,0,unknown,0
49,management,married,secondary,0,362,1,0,84,2,999,0,unknown,0
28,technician,single,secondary,0,618,1,0,281,1,999,0,unknown,0
29,technician,single,tertiary,0,2893,1,0,250,1,999,0,unknown,0
87,retired,married,primary,0,230,0,0,144,1,999,0,unknown,1
37,management,divorced,secondary,0,1287,1,0,432,1,999,0,unknown,0
36,services,married,primary,0,179,0,0,411,1,999,0,unknown,0
35,self-employed,married,tertiary,0,980,0,0,428,2,336,6,failure,0
33,admin.,married,tertiary,0,79,1,0,249,2,335,2,failure,1
60,admin.,married,secondary,0,3043,0,0,235,3,999,0,unknown,0
25,management,single,tertiary,0,808,0,0,267,2,114,2,failure,1
69,retired,married,secondary,0,745,0,0,595,1,999,0,unknown,0
41,student,married,secondary,0,1309,0,0,28,4,999,0,unknown,0
48,management,single,secondary,0,290,1,0,257,2,999,0,unknown,0
35,blue-collar,divorced,primary,0,1792,1,0,630,6,999,0,unknown,1
30,blue-collar,single,secondary,0,178,1,0,747,5,999,0,unknown,0
59,management,married,tertiary,0,0,0,0,87,4,999,0,unknown,0
32,management,single,tertiary,0,537,0,0,187,3,999,0,unknown,0
28,blue-collar,single,secondary,0,416,1,0,452,2,999,0,unknown,0
60,blue-collar,married,primary,0,1472,0,0,36,4,999,0,unknown,0
36,management,married,primary,0,3953,1,0,277,1,999,0,unknown,0
32,management,single,tertiary,0,112,1,0,118,1,999,0,unknown,0
34,management,divorced,tertiary,0,13204,1,1,197,2,999,0,unknown,0
58,blue-collar,married,secondary,0,0,0,1,101,5,999,0,unknown,0
53,management,married,unknown,0,2240,1,0,282,2,385,1,success,1
31,management,married,tertiary,0,22546,1,0,8,6,267,4,failure,0
33,admin.,married,secondary,0,0,1,0,1448,7,999,0,unknown,1
46,unemployed,divorced,primary,0,23,0,0,344,1,999,0,unknown,0
29,blue-collar,married,secondary,0,228,1,0,12,8,342,9,failure,0
37,self-employed,married,secondary,0,215,1,0,61,1,999,0,unknown,0
58,blue-collar,married,primary,0,23,1,0,91,6,999,0,unknown,0
34,management,married,secondary,0,293,1,0,162,3,999,0,unknown,0
34,blue-collar,divorced,secondary,0,0,0,1,339,1,999,0,unknown,0
49,entrepreneur,married,primary,0,199,0,0,113,2,999,0,unknown,0
53,admin.,married,secondary,0,459,0,0,558,1,999,0,unknown,1
42,unemployed,married,secondary,0,8131,1,0,69,1,999,0,unknown,0
40,services,married,secondary,0,-378,1,1,541,1,295,6,failure,0
30,blue-collar,single,primary,0,395,0,0,429,1,999,0,unknown,0
31,technician,divorced,secondary,0,10787,1,0,135,2,999,0,unknown,0
55,admin.,married,secondary,0,865,1,0,96,1,111,3,failure,0
36,management,married,tertiary,0,340,1,0,68,2,999,0,unknown,0
31,blue-collar,single,secondary,0,1882,0,0,529,2,999,0,unknown,0
26,management,married,tertiary,0,265,0,0,650,2,999,0,unknown,0
31,admin.,married,secondary,0,389,1,0,69,1,185,2,failure,0
49,admin.,married,secondary,0,0,1,1,71,7,999,0,unknown,0
54,management,married,tertiary,0,384,1,0,30,7,999,0,unknown,0
47,management,divorced,tertiary,0,94,1,0,9,19,999,0,unknown,0
61,management,married,secondary,0,1471,0,0,331,2,999,0,unknown,0
49,blue-collar,married,primary,0,937,1,0,66,1,999,0,unknown,0
51,technician,married,secondary,0,500,1,0,26,6,999,0,unknown,0
53,blue-collar,married,primary,0,25,1,0,266,3,999,0,unknown,0
35,management,married,tertiary,0,365,0,0,168,2,999,0,unknown,0
25,unemployed,single,secondary,0,34,0,1,316,1,999,0,unknown,0
79,retired,married,primary,0,429,0,0,1006,2,999,0,unknown,1
53,technician,married,primary,0,6839,1,0,77,1,999,0,unknown,0
21,student,single,secondary,0,6,0,0,622,1,999,0,unknown,0
33,blue-collar,married,secondary,0,467,1,0,494,2,999,0,unknown,0
40,self-employed,divorced,secondary,0,1876,0,1,269,1,999,0,unknown,0
34,entrepreneur,married,secondary,0,1847,1,0,543,3,321,6,failure,0
52,unknown,married,primary,0,247,0,0,268,6,999,0,unknown,0
27,admin.,married,secondary,0,897,0,0,397,1,999,0,unknown,1
57,services,divorced,secondary,0,4664,0,0,22,4,114,1,failure,0
51,self-employed,divorced,secondary,0,1291,1,0,51,2,999,0,unknown,0
31,student,single,tertiary,0,64,0,0,208,1,105,2,success,0
49,unemployed,married,tertiary,0,-471,1,0,77,3,185,7,failure,0
32,management,single,tertiary,0,1160,1,1,450,2,999,0,unknown,0
28,admin.,single,tertiary,0,14,0,0,201,1,999,0,unknown,0
33,blue-collar,married,secondary,0,26,1,0,342,3,332,1,other,0
50,blue-collar,married,unknown,0,452,0,0,181,2,999,0,unknown,0
42,blue-collar,single,secondary,0,382,1,0,294,1,999,0,unknown,0
45,admin.,married,unknown,0,2033,0,0,123,1,186,4,failure,0
34,unemployed,married,secondary,0,0,1,0,172,1,999,0,unknown,0
56,admin.,divorced,unknown,0,789,1,0,1022,1,360,2,failure,0
33,blue-collar,single,secondary,0,142,1,0,123,1,360,3,other,0
34,admin.,married,secondary,0,645,1,0,420,1,999,0,unknown,0
37,blue-collar,married,unknown,0,897,1,0,119,2,280,2,failure,0
37,blue-collar,married,secondary,0,103,1,0,153,1,999,0,unknown,0
35,admin.,single,secondary,0,847,1,0,85,2,999,0,unknown,0
38,unknown,single,tertiary,0,0,0,0,260,3,95,3,success,1
32,blue-collar,married,secondary,0,517,1,0,528,1,999,0,unknown,0
52,technician,single,tertiary,0,1308,1,0,361,1,999,0,unknown,0
49,services,married,secondary,0,66,1,1,59,4,999,0,unknown,0
46,management,divorced,secondary,0,361,1,0,86,7,999,0,unknown,0
42,entrepreneur,married,primary,1,66,1,1,139,1,999,0,unknown,0
36,blue-collar,married,unknown,0,70,1,0,219,4,999,0,unknown,0
32,services,married,secondary,0,180,1,0,45,2,999,0,unknown,0
49,technician,married,tertiary,0,279,1,0,168,4,999,0,unknown,0
46,services,married,secondary,0,4,0,0,268,1,261,5,other,1
40,entrepreneur,married,secondary,0,1416,1,0,210,2,999,0,unknown,0
36,admin.,married,secondary,0,465,1,0,160,1,999,0,unknown,0
36,admin.,married,secondary,0,998,1,0,1044,2,999,0,unknown,0
34,technician,married,secondary,0,550,0,1,601,1,999,0,unknown,0
46,management,married,tertiary,0,1285,1,0,89,1,999,0,unknown,0
32,services,married,tertiary,0,4908,0,1,491,2,999,0,unknown,0
32,unemployed,single,tertiary,0,336,1,0,139,1,999,0,unknown,0
32,management,single,tertiary,0,131,0,0,267,3,999,0,unknown,0
43,management,married,tertiary,0,348,0,1,88,3,999,0,unknown,0
25,self-employed,single,tertiary,0,453,1,0,134,1,999,0,unknown,0
55,admin.,married,secondary,0,1102,1,0,126,2,999,0,unknown,0
24,admin.,single,secondary,0,926,1,1,191,1,999,0,unknown,0
40,management,divorced,tertiary,0,502,1,0,267,4,270,3,other,0
38,management,single,tertiary,0,8669,1,0,5,3,150,6,failure,0
48,blue-collar,single,primary,0,316,0,0,560,2,999,0,unknown,0
36,management,married,tertiary,0,9324,1,0,138,8,999,0,unknown,0
57,management,married,tertiary,0,0,0,0,188,4,999,0,unknown,0
45,admin.,married,secondary,0,72,1,1,262,2,352,2,failure,0
33,self-employed,single,tertiary,0,61,0,0,836,3,999,0,unknown,1
38,technician,single,secondary,0,173,0,0,150,4,999,0,unknown,0
26,services,single,secondary,1,-162,1,0,44,2,999,0,unknown,0
30,management,single,tertiary,0,47,0,1,11,17,999,0,unknown,0
55,services,divorced,tertiary,0,1983,1,0,123,1,999,0,unknown,0
34,blue-collar,married,secondary,0,326,1,1,150,2,999,0,unknown,0
60,admin.,married,secondary,0,2552,0,1,255,2,2,4,other,0
36,management,single,tertiary,0,1283,0,0,92,5,999,0,unknown,0
65,housemaid,married,primary,0,2179,1,0,112,7,999,0,unknown,0
39,self-employed,married,tertiary,0,1047,0,0,554,1,999,0,unknown,1
52,blue-collar,married,primary,0,36,0,0,109,2,999,0,unknown,0
55,technician,married,secondary,1,-308,0,0,781,1,999,0,unknown,1
26,management,single,tertiary,0,1177,0,0,116,1,999,0,unknown,0
40,self-employed,married,primary,0,2077,1,0,363,1,173,24,other,0
52,entrepreneur,married,secondary,0,0,0,0,82,2,999,0,unknown,0
29,self-employed,married,tertiary,0,1,0,0,167,3,999,0,unknown,0
41,blue-collar,married,primary,0,7735,1,0,220,1,190,1,failure,0
30,technician,single,tertiary,0,1922,1,0,546,1,999,0,unknown,0
28,student,single,secondary,0,153,0,0,1124,2,999,0,unknown,1
26,blue-collar,married,secondary,0,2770,1,0,141,1,999,0,unknown,0
58,management,married,secondary,0,139,0,0,188,1,161,2,other,0
29,management,single,tertiary,0,21,1,0,107,4,371,3,failure,0
48,technician,married,secondary,0,178,1,0,320,4,999,0,unknown,0
35,blue-collar,married,secondary,0,444,1,0,244,3,999,0,unknown,0
26,services,single,secondary,0,209,1,0,319,2,999,0,unknown,0
49,blue-collar,married,unknown,0,3096,0,0,147,2,999,0,unknown,0
34,admin.,married,secondary,0,5320,0,0,114,6,467,5,other,0
32,services,married,secondary,0,4885,1,1,400,2,999,0,unknown,0
31,admin.,married,secondary,0,0,1,1,79,3,999,0,unknown,0
48,unemployed,married,primary,0,5462,0,0,29,4,999,0,unknown,0
40,blue-collar,married,secondary,0,6767,1,0,97,2,999,0,unknown,0
42,technician,divorced,secondary,0,2974,1,0,187,5,999,0,unknown,0
48,technician,married,secondary,0,427,0,0,201,1,999,0,unknown,0
38,services,married,secondary,0,8876,0,0,280,1,75,1,failure,0
53,management,married,tertiary,0,146,0,0,150,1,999,0,unknown,0
59,retired,divorced,secondary,0,319,0,0,129,1,999,0,unknown,0
28,unemployed,single,secondary,0,304,0,0,516,1,999,0,unknown,0
41,blue-collar,married,primary,0,389,1,0,127,2,999,0,unknown,0
50,management,single,primary,0,766,0,0,174,2,999,0,unknown,0
31,admin.,married,secondary,0,0,1,0,82,5,999,0,unknown,0
30,technician,single,secondary,0,3107,1,0,1516,2,999,0,unknown,0
59,admin.,divorced,secondary,0,174,1,0,204,1,999,0,unknown,0
33,technician,divorced,secondary,1,-305,0,1,109,1,999,0,unknown,0
35,self-employed,married,secondary,0,670,0,0,378,1,999,0,unknown,0
30,management,single,tertiary,0,6164,1,0,152,11,999,0,unknown,0
71,retired,married,secondary,0,2850,0,0,185,1,999,0,unknown,1
30,services,single,primary,0,79,1,0,317,1,999,0,unknown,0
24,services,married,secondary,1,110,1,0,27,1,999,0,unknown,0
34,technician,single,secondary,0,5039,0,0,205,6,999,0,unknown,0
34,blue-collar,married,secondary,0,360,1,0,46,1,182,2,failure,0
52,admin.,married,secondary,0,199,0,0,978,2,189,1,other,0
33,self-employed,single,secondary,0,238,1,1,45,5,999,0,unknown,0
38,blue-collar,married,secondary,0,5092,1,0,145,6,999,0,unknown,0
41,admin.,divorced,secondary,0,1088,1,0,138,1,999,0,unknown,0
42,management,divorced,tertiary,0,221,1,0,720,2,999,0,unknown,0
38,blue-collar,divorced,secondary,0,889,0,1,362,1,999,0,unknown,0
48,blue-collar,married,primary,0,750,1,0,90,6,999,0,unknown,0
34,technician,single,secondary,0,0,1,1,214,1,999,0,unknown,0
46,blue-collar,married,primary,0,1291,1,0,142,3,259,17,failure,0
33,technician,married,secondary,0,1844,1,0,241,3,999,0,unknown,0
40,management,married,tertiary,0,89,1,1,148,6,999,0,unknown,0
36,admin.,married,secondary,0,4280,0,0,227,6,999,0,unknown,0
32,technician,single,secondary,0,0,0,0,126,2,999,0,unknown,0
33,blue-collar,married,secondary,0,625,1,0,410,1,999,0,unknown,0
55,technician,married,unknown,0,574,1,0,243,2,999,0,unknown,0
58,management,married,primary,0,320,1,0,171,2,999,0,unknown,0
25,technician,single,tertiary,0,468,1,0,147,1,999,0,unknown,0
47,services,married,secondary,0,440,1,0,91,1,999,0,unknown,0
40,unemployed,married,secondary,0,0,1,0,332,1,183,1,failure,0
59,retired,married,secondary,0,5706,1,0,471,2,999,0,unknown,0
40,management,married,tertiary,0,7780,0,0,364,1,355,1,other,0
30,management,married,secondary,0,-559,1,1,98,1,167,2,failure,0
25,entrepreneur,single,tertiary,0,16874,1,1,117,2,999,0,unknown,0
58,retired,married,primary,0,1987,0,0,185,4,999,0,unknown,0
39,entrepreneur,married,unknown,0,98,1,0,59,3,367,1,other,0
40,self-employed,married,tertiary,0,642,0,0,147,3,999,0,unknown,0
38,blue-collar,married,secondary,0,526,1,1,553,2,999,0,unknown,0
66,management,single,tertiary,0,6483,0,0,275,1,999,0,unknown,0
47,management,married,tertiary,0,2306,0,0,239,4,999,0,unknown,1
37,blue-collar,married,secondary,0,954,1,0,402,9,999,0,unknown,0
36,management,single,tertiary,0,-679,1,1,172,1,93,1,failure,0
50,blue-collar,married,primary,0,-1,0,0,195,2,999,0,unknown,0
76,retired,married,primary,0,2590,0,0,68,12,999,0,unknown,0
58,management,single,tertiary,0,331,0,1,82,3,999,0,unknown,0
42,admin.,married,secondary,0,4209,1,0,57,6,999,0,unknown,0
58,services,divorced,secondary,0,462,0,0,495,1,93,1,success,1
28,self-employed,single,tertiary,0,0,1,0,479,1,999,0,unknown,0
41,technician,married,secondary,0,0,0,0,141,2,999,0,unknown,0
30,management,married,tertiary,0,151,0,0,82,4,999,0,unknown,0
32,management,divorced,tertiary,0,883,1,0,798,1,185,5,other,1
27,services,single,secondary,0,266,0,1,232,1,999,0,unknown,0
48,management,married,tertiary,0,0,0,0,60,5,999,0,unknown,0
36,technician,married,tertiary,0,491,1,0,103,3,999,0,unknown,0
54,management,married,tertiary,0,3,0,1,443,1,999,0,unknown,0
36,blue-collar,married,secondary,0,198,1,0,400,2,999,0,unknown,0
52,housemaid,married,secondary,0,14363,0,0,132,1,999,0,unknown,0
34,technician,divorced,secondary,0,0,1,1,374,16,999,0,unknown,0
43,technician,married,secondary,0,136,0,0,363,7,999,0,unknown,1
32,management,single,tertiary,0,28,0,0,111,2,999,0,unknown,0
33,management,single,tertiary,0,335,0,0,130,4,999,0,unknown,0
51,housemaid,married,unknown,0,174,0,0,308,3,999,0,unknown,0
39,unemployed,married,secondary,0,270,1,0,116,1,999,0,unknown,0
44,management,single,tertiary,0,1206,0,0,160,2,999,0,unknown,0
49,housemaid,divorced,primary,0,198,1,0,205,3,999,0,unknown,0
25,technician,married,tertiary,0,914,1,0,185,2,999,0,unknown,0
39,self-employed,married,secondary,0,31,1,0,61,2,181,4,failure,0
54,technician,married,secondary,0,0,0,0,159,2,106,6,success,0
32,management,single,tertiary,0,347,1,0,213,1,264,6,failure,0
36,management,married,tertiary,0,860,1,0,294,15,999,0,unknown,0
54,technician,married,secondary,0,89,1,0,140,3,999,0,unknown,0
31,technician,married,secondary,0,0,1,1,71,1,223,9,other,0
45,services,married,secondary,0,0,0,1,47,7,999,0,unknown,0
31,admin.,single,secondary,0,68,1,0,570,2,999,0,unknown,0
45,technician,married,secondary,0,-149,1,0,287,2,999,0,unknown,0
33,services,divorced,secondary,0,2411,1,0,130,1,161,1,failure,1
46,management,divorced,tertiary,0,225,1,0,201,1,345,1,other,0
43,unknown,single,tertiary,0,2731,0,0,11,7,999,0,unknown,0
50,management,married,tertiary,0,112,1,0,70,5,85,5,other,0
44,management,divorced,tertiary,0,0,0,0,54,2,999,0,unknown,0
42,services,married,secondary,0,3620,1,0,22,16,999,0,unknown,0
26,blue-collar,single,secondary,0,179,0,0,103,3,999,0,unknown,0
47,admin.,single,secondary,0,1544,1,0,104,1,312,1,failure,0
48,blue-collar,married,primary,0,199,0,0,29,2,999,0,unknown,0
60,blue-collar,married,unknown,0,231,1,0,57,2,999,0,unknown,0
27,admin.,divorced,secondary,0,76,1,0,236,1,999,0,unknown,0
30,unemployed,single,tertiary,0,302,0,0,528,3,999,0,unknown,1
28,admin.,single,secondary,0,189,1,0,68,2,999,0,unknown,0
58,retired,married,primary,0,565,0,0,876,1,999,0,unknown,1
37,entrepreneur,married,tertiary,0,310,0,0,76,1,999,0,unknown,0
36,services,married,secondary,0,1746,1,0,99,1,999,0,unknown,0
39,technician,married,secondary,0,6,1,0,122,3,357,4,failure,0
52,unemployed,married,primary,0,-110,0,1,141,1,999,0,unknown,0
55,retired,married,secondary,0,2749,1,1,58,2,999,0,unknown,0
30,management,single,tertiary,0,6495,0,0,78,3,999,0,unknown,0
36,blue-collar,single,secondary,0,35,1,0,435,3,999,0,unknown,0
39,admin.,married,secondary,0,-650,0,0,123,2,364,1,failure,0
47,blue-collar,married,primary,0,292,0,1,210,3,999,0,unknown,0
42,housemaid,single,primary,0,5774,1,0,54,2,999,0,unknown,0
42,management,married,secondary,0,2416,1,0,138,4,999,0,unknown,0
58,retired,married,secondary,0,35,0,0,336,7,999,0,unknown,0
68,retired,married,secondary,0,19317,1,0,249,1,999,0,unknown,1
43,technician,married,secondary,0,50,0,0,63,1,999,0,unknown,0
44,blue-collar,married,secondary,0,-674,1,0,257,1,999,0,unknown,0
49,technician,married,tertiary,0,3726,0,0,875,2,999,0,unknown,1
57,retired,married,tertiary,0,1180,1,1,191,2,999,0,unknown,0
61,self-employed,divorced,tertiary,0,6610,0,0,481,2,999,0,unknown,1
36,admin.,single,secondary,0,319,1,0,120,2,999,0,unknown,0
31,blue-collar,married,secondary,0,1545,1,1,207,1,999,0,unknown,0
51,technician,married,tertiary,0,1315,0,0,303,2,999,0,unknown,0
31,technician,single,tertiary,0,424,0,0,93,2,999,0,unknown,0
56,blue-collar,married,primary,0,151,0,0,128,1,999,0,unknown,0
30,technician,single,tertiary,0,-970,0,1,194,2,999,0,unknown,0
38,services,married,secondary,0,-762,1,1,408,2,999,0,unknown,0
35,services,married,secondary,0,181,1,0,5,3,999,0,unknown,0
31,blue-collar,married,unknown,0,-120,1,0,231,2,999,0,unknown,0
39,admin.,divorced,secondary,0,1022,1,0,20,3,999,0,unknown,0
50,management,married,tertiary,0,78,1,0,218,3,161,9,other,0
39,technician,married,tertiary,0,209,0,0,36,2,999,0,unknown,0
26,admin.,married,secondary,0,2469,0,0,136,8,999,0,unknown,0
55,technician,married,secondary,0,0,0,0,336,1,999,0,unknown,0
43,blue-collar,divorced,primary,0,328,0,1,192,1,999,0,unknown,0
34,housemaid,married,tertiary,0,0,0,0,141,1,188,1,failure,0
51,self-employed,married,primary,0,307,1,1,65,2,999,0,unknown,0
31,management,married,tertiary,0,1384,1,0,203,2,2,3,other,0
32,management,married,tertiary,0,0,0,0,104,9,999,0,unknown,0
53,technician,married,secondary,0,719,1,0,230,1,999,0,unknown,0
44,management,divorced,tertiary,0,0,0,0,71,1,999,0,unknown,0
38,entrepreneur,married,tertiary,0,6704,1,0,205,2,999,0,unknown,0
47,self-employed,married,tertiary,0,4543,1,0,162,1,999,0,unknown,0
36,management,married,tertiary,0,0,1,0,145,2,999,0,unknown,0
30,management,single,tertiary,0,149,1,0,220,2,999,0,unknown,0
46,blue-collar,married,secondary,0,-1400,1,0,309,3,355,4,failure,0
33,entrepreneur,married,secondary,0,-118,1,1,421,3,999,0,unknown,0
43,blue-collar,married,secondary,0,2160,0,0,261,1,98,1,success,1
38,management,married,tertiary,0,3452,0,0,132,2,999,0,unknown,0
27,technician,single,secondary,0,842,0,0,273,1,91,1,other,0
38,management,married,unknown,0,3576,0,0,349,2,183,1,success,1
41,unemployed,married,tertiary,0,1666,0,0,291,3,999,0,unknown,0
29,technician,married,secondary,0,0,1,0,83,6,999,0,unknown,0
39,services,married,secondary,0,0,1,0,793,2,999,0,unknown,0
42,blue-collar,single,primary,0,1628,1,0,119,1,195,8,success,0
47,services,married,secondary,0,51,1,1,312,1,999,0,unknown,0
30,blue-collar,single,secondary,1,447,0,0,103,6,999,0,unknown,0
34,admin.,married,secondary,0,396,1,0,101,3,999,0,unknown,0
45,housemaid,married,primary,0,4994,0,0,48,1,999,0,unknown,0
43,admin.,married,secondary,0,3215,1,0,228,3,999,0,unknown,0
59,blue-collar,married,primary,0,2814,0,0,81,3,999,0,unknown,0
50,technician,married,secondary,0,0,0,0,152,2,999,0,unknown,0
39,blue-collar,married,secondary,0,293,1,0,160,3,999,0,unknown,0
36,technician,married,secondary,0,474,1,0,59,1,999,0,unknown,0
44,blue-collar,married,secondary,0,16178,1,0,297,1,999,0,unknown,0
36,technician,married,tertiary,0,0,0,0,147,2,999,0,unknown,0
27,management,single,tertiary,0,88,0,0,143,1,999,0,unknown,0
29,services,married,secondary,0,308,1,0,75,1,999,0,unknown,0
70,retired,married,secondary,0,1164,0,0,338,3,185,2,failure,0
44,management,married,tertiary,0,13893,0,0,29,2,999,0,unknown,0
55,management,married,tertiary,0,0,1,0,159,2,999,0,unknown,0
36,technician,divorced,secondary,0,-435,1,0,85,8,999,0,unknown,0
28,technician,single,secondary,0,389,1,0,15,7,999,0,unknown,0
50,management,divorced,tertiary,0,356,0,0,198,2,358,5,other,0
49,technician,married,secondary,0,2718,0,0,114,2,999,0,unknown,0
71,retired,divorced,tertiary,0,261,0,0,1117,2,999,0,unknown,0
31,admin.,single,secondary,0,757,0,0,343,2,999,0,unknown,0
45,management,single,tertiary,0,16,0,0,59,2,999,0,unknown,0
42,blue-collar,married,secondary,0,-422,0,0,31,1,999,0,unknown,0
45,admin.,married,secondary,0,248,0,0,212,2,999,0,unknown,0
47,technician,married,primary,0,145,1,0,157,6,999,0,unknown,0
60,retired,divorced,secondary,0,598,0,1,96,1,999,0,unknown,0
35,management,married,tertiary,0,949,1,0,245,2,999,0,unknown,0
31,technician,single,tertiary,0,614,0,0,72,4,999,0,unknown,0
33,blue-collar,married,primary,0,1209,1,0,700,1,999,0,unknown,0
50,self-employed,married,tertiary,0,202,1,0,107,1,148,4,failure,0
51,blue-collar,married,secondary,0,1840,1,0,312,3,999,0,unknown,0
34,technician,married,secondary,0,114,1,1,153,1,309,3,other,0
56,services,married,secondary,0,-229,0,1,55,10,999,0,unknown,0
29,services,married,secondary,0,182,1,0,38,3,999,0,unknown,0
31,blue-collar,married,secondary,0,401,0,0,96,3,999,0,unknown,0
44,technician,divorced,unknown,0,759,1,0,397,1,999,0,unknown,0
55,retired,married,secondary,0,4194,0,1,208,3,999,0,unknown,0
35,student,single,unknown,0,0,0,0,122,3,999,0,unknown,0
36,technician,married,tertiary,0,629,1,1,109,1,246,1,failure,0
54,retired,married,secondary,0,153,1,1,74,1,999,0,unknown,0
32,management,married,tertiary,0,553,1,0,72,1,999,0,unknown,0
36,management,divorced,tertiary,0,1057,0,0,383,2,999,0,unknown,0
60,retired,married,secondary,0,78,1,0,113,3,999,0,unknown,0
32,technician,single,secondary,0,-28,0,1,400,1,999,0,unknown,0
57,management,married,tertiary,0,929,0,0,387,8,999,0,unknown,0
34,blue-collar,married,primary,0,428,1,0,59,2,999,0,unknown,0
27,student,single,secondary,0,268,1,0,528,1,358,2,failure,0
52,management,single,tertiary,0,83,0,0,1223,6,999,0,unknown,1
45,admin.,divorced,unknown,0,998,1,0,38,2,999,0,unknown,0
58,admin.,single,secondary,0,2223,0,0,1139,2,114,1,success,0
39,blue-collar,single,primary,0,6,1,0,286,2,999,0,unknown,0
48,blue-collar,single,secondary,0,312,1,1,369,2,999,0,unknown,0
36,management,single,secondary,0,0,0,0,333,5,999,0,unknown,0
31,technician,single,secondary,0,691,1,0,198,1,999,0,unknown,0
41,management,married,tertiary,0,771,1,0,106,8,999,0,unknown,0
30,self-employed,single,secondary,0,192,0,0,423,1,999,0,unknown,0
57,retired,married,tertiary,0,0,0,0,116,4,999,0,unknown,0
29,admin.,single,secondary,0,1070,1,0,30,1,357,1,other,1
29,services,divorced,secondary,0,84,1,0,1101,2,999,0,unknown,1
30,management,single,tertiary,0,2,0,0,102,1,85,1,failure,0
44,management,married,tertiary,0,1242,1,0,384,6,999,0,unknown,0
33,student,single,unknown,0,5969,0,0,156,2,127,8,failure,0
56,admin.,divorced,secondary,0,3337,1,0,99,3,999,0,unknown,0
26,services,single,secondary,0,1347,0,0,280,6,92,5,other,1
52,technician,married,secondary,0,64,0,0,20,2,999,0,unknown,0
32,management,single,secondary,0,249,1,0,258,1,999,0,unknown,0
36,technician,single,secondary,0,0,0,0,85,6,999,0,unknown,0
26,blue-collar,married,secondary,0,128,0,0,355,1,999,0,unknown,0
37,blue-collar,married,secondary,0,196,1,0,66,3,999,0,unknown,0
34,technician,married,secondary,0,351,1,0,467,1,999,0,unknown,0
26,services,single,secondary,0,5533,1,0,582,2,283,4,failure,0
32,services,married,secondary,0,38,1,0,744,1,999,0,unknown,1
30,management,single,tertiary,1,35,0,0,185,4,999,0,unknown,0
27,technician,single,secondary,0,235,1,0,13,5,999,0,unknown,0
42,admin.,single,secondary,0,30,1,0,98,1,266,3,failure,0
33,blue-collar,single,primary,0,92,1,0,127,1,999,0,unknown,0
37,blue-collar,married,secondary,0,67,0,0,45,2,999,0,unknown,0
45,blue-collar,married,secondary,0,4022,1,0,244,3,999,0,unknown,0
36,entrepreneur,married,tertiary,0,3057,0,0,2769,4,999,0,unknown,1
39,management,single,tertiary,0,0,1,0,561,4,369,3,failure,0
33,management,single,tertiary,0,349,0,0,182,1,999,0,unknown,0
47,services,married,secondary,0,2322,0,0,618,1,999,0,unknown,0
49,entrepreneur,married,secondary,0,167,1,1,198,3,999,0,unknown,0
46,management,divorced,secondary,0,558,0,0,126,6,999,0,unknown,0
31,services,married,secondary,0,-230,1,1,715,1,999,0,unknown,0
43,unemployed,divorced,secondary,0,4094,1,0,63,1,999,0,unknown,0
30,blue-collar,single,secondary,1,239,1,0,412,1,999,0,unknown,1
43,management,divorced,tertiary,0,497,0,0,66,1,363,22,failure,0
42,blue-collar,married,secondary,0,179,1,0,96,1,999,0,unknown,0
30,admin.,single,tertiary,0,305,0,0,633,1,85,2,success,1
33,management,single,tertiary,0,-67,1,0,364,1,999,0,unknown,0
41,admin.,married,secondary,0,4539,0,0,298,3,999,0,unknown,0
29,blue-collar,single,secondary,0,770,1,0,341,1,999,0,unknown,0
38,unemployed,married,secondary,0,-673,1,0,364,1,999,0,unknown,0
29,technician,married,tertiary,0,858,1,0,234,7,330,1,failure,0
80,housemaid,married,primary,0,0,0,0,639,1,189,1,failure,1
38,management,single,tertiary,0,5244,0,0,310,4,999,0,unknown,0
36,blue-collar,divorced,primary,0,117,1,0,123,4,999,0,unknown,0
38,self-employed,married,tertiary,0,846,0,0,253,1,999,0,unknown,0
